kommunenr,kommune,fil,dokumenttype,tittel,side,avsnitt,n_sterk,n_svak,treff,n_treff,format,url
3312,Lier,3312_lier_helhetlig_boligstrategi_2023-2027,bolig,Helhetlig boligstrategi 2023-2027,18,"6.1 - Hovedmål 1 - Fremme god bokvalitet for alle innbyggere og bidra til utvikling av stabile og attraktive bomiljøer Det boligsosiale arbeidet i en kommune strekker seg fra operative oppgaver som å gi råd og veiledning, framskaffe egnede boliger og tjenester til den enkelte eller iverksettelse av boog nærmiljøtiltak, til strategiske oppgaver som innovasjon, tjenesteutvikling eller å løse boligsosiale utfordringer på samfunnsnivå gjennom systematisk, tverrfaglig og sektorovergripende arbeid. Samtidig som dette komplekse boligsosiale arbeidet skal leveres, skal tjenestetilbudet til kommunen dreies fra en tradisjonell utførerrolle til å ha en tilretteleggende og forbyggende funksjon. Dette innebærer at innbyggerne som har behov for det skal gjøres i stand til å mestre sitt eget liv på best mulig måte. Innsatsområde 1: Flere skal få mulighet til å eie sin egen bolig I norsk boligpolitikk er det etablert en målsetting om at flest mulig skal eie sin egen bolig, og i Norge i dag eier omtrent 80 % sin egen bolig. Det å eie bolig gir mange gevinster. Det gir mulighet for å opparbeide kapital og kjøpe større bolig ved behov. Ved å eie bolig har man også en mer stabil og trygg bosituasjon enn ved å leie. Å bidra til at flere kan bli boligeiere kan medvirke til å utjevne sosiale forskjeller. Kommunen har flere virkemidler for å kunne bistå innbyggere med å gå fra å leie til å eie bolig, og ved å jobbe mer målrettet med dette kan vi legge til rette for at enda flere kan bli boligeiere. Innsatsområde 2: Kommunen tilrettelegger for gode bo- og nærmiljøer og sikrer arkitektonisk kvalitet gjennom planlegging Det å ha en egnet bolig og et godt bomiljø er grunnleggende for den enkeltes helse og samfunnsdeltakelse og forskning viser at bolig har en stor betydning for folkehelsen. Å legge til rette for stabile og attraktive bomiljøer for alle innbyggere er derfor et viktig innsatsområde. Kommunen har et ønske om å skape bomiljøer med fokus på integrering og mangfold for å forhindre stigmatisering og ekskludering. Opplevelse av tilhørighet, mulighet for aktivitet og engasjement er viktige faktorer gjennom hele livet, uavhengig om man bor i selveid bolig eller en kommunalt eid bolig. Innsatsområde 3: Bistå til at innbyggere settes i stand til å bo lengst mulig i eget hjem Det er ønsket at boligutviklingen skal legge til rette for at flere kan bo i eget hjem lenger. I dette ligger det at boliger må være mer fleksible etter hvilken livsfase man er i. Det er ønskelig at boliger kan tilpasse seg de behovene som beboer har, og senere får. Ikke motsatt, slik det er i dag. Dette er en problematikk kommunen jobber mye med, blant annet gjennom Leve hele livet. 18",0,4,innbyggere,4,pdf,https://www.lier.kommune.no/globalassets/10.-politikk-og-samfunn/samfunn/planer/planer-og-rapporter/kjas-helhetlig-boligstrategi-2023-2027.pdf
3312,Lier,3312_lier_helhetlig_boligstrategi_2023-2027,bolig,Helhetlig boligstrategi 2023-2027,19,"6.2. – Hovedmål 2 - Fremme bærekraftig vekst og utvikling i møte med fremtidige boligbehov Befolkningsveksten og demografiutviklingen gir utfordringer som gjør at man må tenke nytt og innovativt for å løse fremtidens boligbehov. For å få til dette må man sikre en helhetlig boligpolitisk planlegging. Kommunen må ha tilstrekkelig kunnskap om innbyggernes fremtidige behov slik at man kan planlegge for en boligutvikling som sikrer en variert boligmasse med god bokvalitet. Helhetlig boligplanlegging handler om hvordan man skal få til en sosial bærekraftig boligplanlegging som ivaretar alle innbyggeres behov om å ha et godt sted å bo. Ved å jobbe godt tverrfaglig kan kommunen realisere gode planer som tar hensyn til folkehelse, levekår, oppvekst og boligsosiale forhold i planleggingen. God kommunal planlegging er sentralt for å bidra til mindre ulikhet og utviklingen av bærekraftige byer og samfunn. Innsatsområde 1: Kommunen tilrettelegger for helhetlig boligutvikling Gjennom en helhetlig boligstrategi blir mange hensyn ivaretatt på samme tid. Dette er viktig for å se samfunnet som en helhet, og for å legge til rette for en boligutvikling som underbygger folkehelseperspektivet. Helhetlig boligutvikling tilrettelegger også for bærekraftige løsninger og bidrar til gode bomiljøer. En helhetlig boligutvikling er ment å skulle sikre ivaretakelse av innbyggerne innenfor alle de tre boligmarkedene, herunder det ordinære boligmarkedet, mellommarkedet og det boligsosiale markedet. Med en helhetlig boligstrategi får kommunen et godt verktøy for å bidra til at fremtidig boligutvikling gir tilstrekkelige og riktige boliger tilpasset innbyggernes ulike behov. Innsatsområde 2: Boligutvikling bør skje i tråd med faktiske behov Boligutvikling i tråd med innbyggernes behov er viktig. Det er en forutsetning at boliger er attraktive for de som skal kjøpe dem. Det innebærer at det tilrettelegges for boliger som passer for alle og at det planlegges for variert bebyggelse og ulike boformer. Kommunen må være godt kjent med dagens og fremtidens boligbehov for å kunne få til dette. Kommunen vil derfor gjennom kartlegginger, analyser og samarbeid innhente informasjon om de fremtidige behovene. Innsatsområde 3: Kommunen bidrar til utvikling av innovative boligkonsepter og bruk av bærekraftige materialer Vi lever i et samfunn som stadig er i utvikling. Fokus på miljø blir stadig viktigere, spesielt for yngre generasjoner. For å gjøre boligmarkedet attraktivt, er det viktig å imøtekomme de krav det stilles til miljøbevissthet. Det må tenkes nytt, og det må tenkes miljø. Innsatsområde 4: Tilrettelegge for å begrense klima- og miljøbelastningen ved boligutvikling Det er ønskelig å tenke innovativt og kreativt i utviklingen av nye boliger. Lier kommune har miljøfyrtårnsertifisering, og det er riktig i et miljøperspektiv at man først ser på mulighetene for å bruke om igjen det man allerede har. Tanken er at gamle bygg kan få nytt innhold og at 19",2,2,"befolkningsveksten, demografiutviklingen, innbyggeres",4,pdf,https://www.lier.kommune.no/globalassets/10.-politikk-og-samfunn/samfunn/planer/planer-og-rapporter/kjas-helhetlig-boligstrategi-2023-2027.pdf
3312,Lier,3312_lier_temaplan_helse_omsorg_velferd_2018-2026,helse_omsorg,Temaplan helse omsorg og velferd 2018-2026,2,Innhold 1 FORORD ................................................................................................................................................... 2 2 INNLEDNING ............................................................................................................................................ 2 2.1 HVA VIL VI MED DENNE PLANEN? ....................................................................................................................2 2.2 HVA BØR VI SATSE PÅ?..................................................................................................................................3 3 NASJONALE FØRINGER ............................................................................................................................ 3 4 KOMMUNALE PLANER OG STRATEGIER ................................................................................................... 5 4.1. KOMMUNEPLAN ................................................................................................................................................5 4.2. HANDLINGSPROGRAMMET 2018-2021.................................................................................................................5 4.3. KOMMUNENS ARBEID MED FOLKEHELSE..................................................................................................................5 4.4. ANDRE RELEVANTE PLANER M.V.:..........................................................................................................................5 5 UTFORDRINGSBILDET .............................................................................................................................. 6 5.1 DEMOGRAFIEN ER I ENDRING – VI BLIR FLERE ELDRE............................................................................................6 5.2 SYSSELSETTING............................................................................................................................................7 5.3 SOSIALHJELP ...............................................................................................................................................7 5.4 FOLKEHELSEBAROMETERET ............................................................................................................................8 5.5 FLERE OPPGAVER OG STØRRE ANSVARSOMRÅDE – FASTLEGENES ROLLE...................................................................9 5.6 KOMPETANSE I SEKTOREN............................................................................................................................10 5.7 BOLIGER OG INSTITUSJONSPLASSER MED TJENESTER TIL UTSATTE GRUPPER ............................................................11 5.8 ØKONOMI................................................................................................................................................15 6 SATSINGSOMRÅDER OG TILTAK............................................................................................................. 17 6.1 TIDLIG INNSATS .........................................................................................................................................17 6.2 ARBEID OG BOLIG ......................................................................................................................................19 6.3 FRIVILLIGHET OG BRUKERMEDVIRKNING .........................................................................................................21 6.4 KOMPETANSE OG REKRUTTERING..................................................................................................................22 6.5 VELFERDSTEKNOLOGI – KONTINUERLIG FORBEDRING OG INNOVASJON..................................................................24 6.6 RIKTIG NIVÅ PÅ TJENESTENE .........................................................................................................................26 7 VEDLEGG................................................................................................................................................ 29 7.1 KUNNSKAPSGRUNNLAGET (TJENESTEANALYSENE FOR HELSE OG OMSORG OG VELFERD)............................................29 7.2 TJENESTETRAPP LIER KOMMUNE...................................................................................................................29 1,2,1,"demografien, flere eldre, eldre",3,pdf,https://www.lier.kommune.no/globalassets/07.-helse-omsorg-og-velferd/planer/temaplan-helse-omsorgs-og-velferd-2018-2026.pdf
3312,Lier,3312_lier_temaplan_helse_omsorg_velferd_2018-2026,helse_omsorg,Temaplan helse omsorg og velferd 2018-2026,3,"1 Forord Planen er laget med utgangspunkt i tjenesteanalyser, innspill fra virksomhetene, statlige styringssignaler, kommunens egne planer, kommunestyrets vedtatte mandat for arbeidet og innspill fra høringen. Planen er en analyse av hva vi har i dag og hva vi trenger framover. Den peker på strategiske satsingsområder for Lier kommune, og foreslår mål og tiltak fram mot 2026. Gjennomføringen skjer innenfor tildelte ressursrammer i kommunenes handlingsprogram. Planen ble vedtatt av kommunestyret i september 2018. 2 Innledning Et velferdssamfunn gir alle innbyggere tilgang til utdanning, bolig, arbeid og medisinsk hjelp og mulighet til en aktiv fritid. Liersamfunnet er et velfungerende samfunn som gir innbyggerne et solid fundament for livsmestring. Vi ser likevel at etterspørselen etter kommunale helse-, omsorgs – og velferdstjenester øker. Det skjer en forskyvning i alderssammensetning ved at antallet eldre øker. Samhandlingsreformen med endret utskrivningspraksis fra spesialisthelsetjenesten og vanskeligheter med å rekruttere nok personell med nødvendig kompetanse, er utfordringer som vil påvirke rammevilkår og tjenesteproduksjon innenfor områdene helse, omsorg og velferd. Samtidig lever vi lengre og de fleste har bedre levestandard. Vi har flere muligheter til å leve et godt liv i dag enn tidligere generasjoner. Dagens omsorgs– og velferdstjenester er ikke bare eldreomsorg. Den omfatter også yngre brukergrupper med andre krav og mestringsevner. Kommunen må tenke nytt i årene fremover for å kunne tilby tjenester til alle som har behov. Med bakgrunn i analysen som ligger til grunn for planen, ønsker vi å vri tjenestetilbudet til tidlig innsats. Det er ønskelig at de fleste kan bo i eget hjem så lenge som mulig. Ved å ta i bruk forebyggende og rehabiliterende tiltak og benytte mer teknologi kan vi løse aktuelle oppgaver. Tjenestene vil da bli mer forebyggende og langsiktige. 2.1 Hva vil vi med denne planen? Målet er å legge til rette for at innbyggerne i Lier skal mestre egne liv på best mulig måte. Noen har kroniske sykdommer og tilstander som gjør det vanskelig for dem å delta på lik linje med andre i samfunnet. Noen sliter med angst. Noen sliter med avhengighet av alkohol eller medikamenter. En del unge faller ut av videregående skole. En del står ufrivillig utenfor arbeidsmarkedet. Å være en del av en gruppe og oppleve samhørighet kan være et viktig behov hos de som føler at de står utenfor fellesskapet. Vi lager denne planen for å møte slike utfordringer på en god måte, og gi bistand til de som trenger det, enten i en kort periode eller gjennom hele livet. 2",2,3,"alderssammensetning, antallet eldre, innbyggere, eldre",5,pdf,https://www.lier.kommune.no/globalassets/07.-helse-omsorg-og-velferd/planer/temaplan-helse-omsorgs-og-velferd-2018-2026.pdf
3312,Lier,3312_lier_temaplan_helse_omsorg_velferd_2018-2026,helse_omsorg,Temaplan helse omsorg og velferd 2018-2026,5,"3 Nasjonale føringer Det juridiske grunnlaget for kommunens oppgaver innen helse og omsorg er definert i ulike lovverk som bl.a. helse- og omsorgstjenesteloven, helsepersonelloven, folkehelseloven, helseberedskapsloven, lov om sosiale tjenester i NAV og pasient- og brukerrettighetsloven. I tillegg er det utarbeidet forskrifter knyttet til det offentliges og innbyggernes rettigheter og plikter. Det er også utarbeidet en rekke veiledere. Under følger en oversikt over de mest sentrale nasjonale føringer: 1. Lov om pasient – og brukerrettigheter (Pasient – og brukerrettighetsloven) 2. Lov om kommunale helse – og omsorgstjenester m.m. (helse – og omsorgstjenesteloven) 3. Fremtidens primærhelsetjeneste – nærhet og helhet (Meld. St 26, 2014-2015) 4. Kvalitet og pasientsikkerhet 2015 (Meld. St 13, 2016-2017) 5. Folkehelsemeldingen – mestring og muligheter. (St. meld 19 2014-2015) 6. Samhandlingsreformen. Rett behandling – på rett sted – til rett tid (Meld. St 47 2008 – 2009) 7. Morgendagens omsorg overlapper og viderefører (Meld. St 29 2012 – 2013) 8. Nav i en ny tid – for arbeid og aktivitet (Meld. St 33 2015 – 2016) 9. Helsedirektoratets veileder for oppfølgning av personer med store og sammensatte behov (nov. 2017): https://helsedirektoratet.no/retningslinjer/oppfolging-av-personer-med-storeog-sammensatte-behov. 10. Pasientsikkerhetsprogrammet «I trygge hender» 11. Forskrift for ledelse og kvalitetsforbedring i helse- og omsorgstjenesten, trådte i kraft 1. januar 2017. 12. NOU 2011:11 Innovasjon i omsorg 13. «Psykisk helse i Norge». Rapport fra Folkehelseinstituttet (2018) 14. «Rom for omsorg» Rapport 2016 – 2017 om behovet for omsorgsboliger og sykehjemsplasser 15. NOU 2016: 17 «På lik linje» 16. Omsorg 2020. Regjeringens plan for omsorgsfeltet 2015-2020 17. Bolig for velferd – nasjonal strategi for boligsosialt arbeid 18. Demensplan 2020 – et demensvennlig samfunn 19. Mestre hele livet – Regjeringens strategi for god psykisk helse (2017 – 2020) 4",0,2,"demensplan, demensvennlig",2,pdf,https://www.lier.kommune.no/globalassets/07.-helse-omsorg-og-velferd/planer/temaplan-helse-omsorgs-og-velferd-2018-2026.pdf
3312,Lier,3312_lier_temaplan_helse_omsorg_velferd_2018-2026,helse_omsorg,Temaplan helse omsorg og velferd 2018-2026,7,"5 Utfordringsbildet 1. Demografiske endringer. 2. Sysselsetting – en del ufaglærte ungdommer og bosatte flyktninger står utenfor arbeidsmarkedet i Lier. 3. Høy andel innbyggere som mottar sosialhjelp. 4. Folkehelsebarometeret viser at selv om Lier ligger godt an jevnt over, sliter en del ungdommer med ensomhet. Det er også noe frafall i videregående skole. 5. Flere oppgaver og større ansvarsområde. 6. Relativ høyt sykefravær i sektoren og behov for økt kompetanse. 7. Det er behov for flere boliger med tjenester til utsatte grupper i befolkningen. 8. Regnskapet for 2017 viser et merforbruk på 27 mill.",1,2,"demografiske, innbyggere, befolkningen",3,pdf,https://www.lier.kommune.no/globalassets/07.-helse-omsorg-og-velferd/planer/temaplan-helse-omsorgs-og-velferd-2018-2026.pdf
3312,Lier,3312_lier_temaplan_helse_omsorg_velferd_2018-2026,helse_omsorg,Temaplan helse omsorg og velferd 2018-2026,7,"5.1 Demografien er i endring – vi blir flere eldre Kommunens innbyggertall er på 26.000 (januar 2018). Befolkningsveksten i 2017 var på 0,9 %. Liers befolkningsvekst ligger over gjennomsnittet i Buskerud. Befolkningsveksten varierer fra år til år, men har de siste ti år vært på 1,4 % (350 personer pr år). Innvandrere utgjorde 16,3 % av Lier kommunes befolkning i 20171. Andelen eldre over 67 år vil øke, mens andelen yrkesaktive reduseres. Antallet innbyggere i aldersgruppen over 80 år har vært stabilt de siste årene. Rundt 2019 starter en relativt kraftig vekst av innbyggere i aldersgruppen over 80 år, og antallet vil doble seg rundt 2030.",11,8,"demografien, flere eldre, innbyggertall, befolkningsveksten, befolkningsvekst, innvandrere, andelen eldre, over 67, over 80, eldre, befolkning, innbyggere",19,pdf,https://www.lier.kommune.no/globalassets/07.-helse-omsorg-og-velferd/planer/temaplan-helse-omsorgs-og-velferd-2018-2026.pdf
3312,Lier,3312_lier_temaplan_helse_omsorg_velferd_2018-2026,helse_omsorg,Temaplan helse omsorg og velferd 2018-2026,7,"Prognosen viser gjennomsnittlig vekst på rundt 400 innbyggere pr. år de neste 20 årene. Lier har en relativt ung befolkning. 1 Data er hentet fra SSB, som vist på IMIDS nettsider: https://www.imdi.no/tall-og-statistikk/steder/K0626 6",0,4,"prognosen, innbyggere, befolkning, ssb",4,pdf,https://www.lier.kommune.no/globalassets/07.-helse-omsorg-og-velferd/planer/temaplan-helse-omsorgs-og-velferd-2018-2026.pdf
3312,Lier,3312_lier_temaplan_helse_omsorg_velferd_2018-2026,helse_omsorg,Temaplan helse omsorg og velferd 2018-2026,8,"67 år utgjør i dag i overkant 8000 av 13 %, og vil 7000",1,0,67 år,1,pdf,https://www.lier.kommune.no/globalassets/07.-helse-omsorg-og-velferd/planer/temaplan-helse-omsorgs-og-velferd-2018-2026.pdf
3312,Lier,3312_lier_temaplan_helse_omsorg_velferd_2018-2026,helse_omsorg,Temaplan helse omsorg og velferd 2018-2026,8,90 + år 85-89 år 80-84 år 75-79 år 67-74 år,1,0,90 +,1,pdf,https://www.lier.kommune.no/globalassets/07.-helse-omsorg-og-velferd/planer/temaplan-helse-omsorgs-og-velferd-2018-2026.pdf
3312,Lier,3312_lier_temaplan_helse_omsorg_velferd_2018-2026,helse_omsorg,Temaplan helse omsorg og velferd 2018-2026,8,"5.2 Sysselsetting Framskrivinger fra Statistisk sentralbyrå viser at det ventes størst sysselsettingsvekst innen helse- og omsorgsnæringen og bygg- og anleggsnæringen. Lier kommune har lav ledighet på under to prosent over tid. Sammenliknet med Buskerud, som har 2,5 prosents ledighet, har Lier en gjennomsnittlig ledighet så langt i 2018 på 1,9 prosent av arbeidsstyrken. I 2016 hadde vi en ledighet på 2,1 prosent og i 2017 på 2,0 prosent. Dette er tegn på et stramt arbeidsmarked med mangel på arbeidskraft i mange bransjer i Lier. Med 100 % arbeidsplassdekning er det like mange arbeidsplasser som arbeidstakere. Mulighetsrommet i kommunen er følgelig stort, særlig innenfor landbruket. Det vil være positivt for sysselsettingen med en offensiv næringspolitikk som legger til rette for nyetableringer, næringsareal og utvidelser som tiltrekker seg varierte næringer. Deltakelsen i arbeidslivet (sysselsettingsandelen) er på 68 % i 2018, mens den var på 73 % i 2007. Ufaglært ungdom og flyktninger faller lettere utenfor arbeidsmarkedet. Bosatte flyktninger mangler ofte den basis- og fagkompetanse som er etterspurt i arbeidsmarkedet. Vi må dekke gapet mellom den enkeltes kvalifikasjoner og kravene i arbeidsmarkedet. Bosettingen av flyktninger vil i 2018 og 2019 øke det samlede antallet flyktninger med behov for bistand til å komme ut i jobb. Språkopplæring og arbeidsretting må dekkes ved tilrettelagt voksenopplæring og tettere samhandling med arbeidsgiverne og med andre sektorer, som utdannings- og helsesektoren. Innvandrere i Norge deltar i gjennomsnitt i arbeidslivet i høyere grad enn i mange andre OECD-land, men også i Norge har innvandrere lavere yrkesdeltakelse enn befolkningen for øvrig. 5.3 Sosialhjelp Lier har hatt en relativt stor andel som har mottatt sosialhjelp over mange år. Sosialhjelp er ment å være en midlertidig ytelse. Gruppen kjennetegnes av en stor andel personer med ulike grader av rusproblematikk, gjerne i kombinasjon med andre helseplager. NAV Lier iverksatte et prosjekt med økt fokus på denne målgruppen i september 2017 og har sett en meget positiv utvikling i tallene, ref. SSB statistikk nedenfor. Arbeidet i prosjektet fortsetter ut 2019. 7",3,2,"framskrivinger, innvandrere, befolkningen, ssb",5,pdf,https://www.lier.kommune.no/globalassets/07.-helse-omsorg-og-velferd/planer/temaplan-helse-omsorgs-og-velferd-2018-2026.pdf
3312,Lier,3312_lier_temaplan_helse_omsorg_velferd_2018-2026,helse_omsorg,Temaplan helse omsorg og velferd 2018-2026,9,"Tall fra 2017 viser at 54 % av sosialhjelpsmottakerne i Lier er innvandrere, mens gjennomsnittet i landet for øvrig er 38 %. Likevel spores en positiv nedgang fra 2016 til 2017 (tallene i tabellene er KOSTRA-tall):",1,0,innvandrere,1,pdf,https://www.lier.kommune.no/globalassets/07.-helse-omsorg-og-velferd/planer/temaplan-helse-omsorgs-og-velferd-2018-2026.pdf
3312,Lier,3312_lier_temaplan_helse_omsorg_velferd_2018-2026,helse_omsorg,Temaplan helse omsorg og velferd 2018-2026,9,"5.4 Folkehelsebarometeret Folkehelsebarometeret for 2018 for Lier kommune3 viser at Lier ligger godt an på folkehelsebarometeret sammenlignet med landet og Buskerud på de fleste områder: Befolkning I aldersgruppen 45 år og eldre er andelen som bor alene lavere enn i landet som helhet. Levekår Andelen barn (0-17 år) som bor i husholdninger med lav inntekt er lavere enn i landet som helhet. Lav inntekt defineres her som under 60 prosent av nasjonal medianinntekt. Andelen barn (0-17 år) som bor trangt er lavere enn i landet som helhet. Trangboddhet defineres her ut i fra boligens areal og antall rom. Miljø Andelen ungdomsskoleelever som oppgir at de er litt eller svært fornøyd med lokalmiljøet, er ikke entydig forskjellig fra landsnivået. Tallene er hentet fra Ungdata-undersøkelsen.",0,2,"befolkning, eldre",2,pdf,https://www.lier.kommune.no/globalassets/07.-helse-omsorg-og-velferd/planer/temaplan-helse-omsorgs-og-velferd-2018-2026.pdf
3312,Lier,3312_lier_temaplan_helse_omsorg_velferd_2018-2026,helse_omsorg,Temaplan helse omsorg og velferd 2018-2026,10,"Skole Andelen 10.-klassinger som trives på skolen er høyere enn i landet som helhet, men kommuneverdien kan skjule stor variasjon mellom skoler. Tallene er hentet fra Elevundersøkelsen. Frafallet i videregående skole er lavere enn landsnivået. Frafall er likevel en viktig folkehelseutfordring også for mange kommuner som ligger bedre an enn landet som helhet. Levevaner Andelen ungdomsskoleelever som oppgir at de minst én gang siste 12 måneder har drukket så mye at de har følt seg tydelig beruset, er ikke entydig forskjellig fra resten av landet. Andelen ungdomsskoleelever som oppgir at de minst én gang siste 12 måneder har brukt cannabis, er ikke entydig forskjellig fra landsnivået. (Tallene er hentet fra Ungdata-undersøkelsen). Helse og sykdom Forskjellen i forventet levealder mellom de som har grunnskole som høyeste utdanning og de som har videregående eller høyere utdanning, er ikke entydig forskjellig fra landsnivået. Forskjellen i forventet levealder er en indikator på sosiale helseforskjeller i kommunen. Ensomhet Ungdom i Norge og i Lier har det jevnt over bra. Likevel viser ungdata-undersøkelsen som ble gjennomført i 2017 at 25% av Liers ungdom opplever ensomhet i hverdagen. 5.5 Flere oppgaver og større ansvarsområde – fastlegenes rolle Samhandlingsreformen vektlegger at tjenester skal ytes der bruker bor. Dette innebærer en betydelig oppgave‐ og ansvarsoverføring fra helseforetak til kommunen og fastlegene. Liggetiden ved sykehus er redusert og flere pasienter behandles ved sykehus. Dette innebærer at et større antall pasienter overføres tidligere fra sykehus til kommune, og langt flere har et omfattende behov for aktivt tilsyn samt medisinsk og tverrfaglig oppfølging. Stadig flere tilstander og sykdommer må kontrolleres jevnlig fordi det finnes behandling. Samtidig er det et økende krav i befolkningen om utredning/behandling for ufarlige tilstander (ikke sykdom). Alle mulighetene som finnes for behandling og lindring har resultert i en økende gruppe som søker flere og koordinerte tjenester fra kommunen, fastlege, NAV med flere. Større gjennomstrømming av pasienter mellom ulike kommunale tjenester og mellom kommunen og helseforetak medfører økt administrering og dokumentasjon, samt større krav til koordinering, beredskap og kvalitetssikring enn tidligere. Gode elektroniske kommunikasjonsmidler er en forutsetning for at samhandlingen skal gå smidig, men dessverre er ikke de ulike datasystemene godt nok integrert med hverandre. Fastlegeordningen som helhet er under press og er gjenstand for nasjonal debatt. Dette er noe kommunen følger nøye med på og tar med i betraktning når fremtidens helsevesen skal utredes og finansieres. Kortere lister vil gi fastlegene bedre tid, men med dagens finansiering er det få som finner rom for å redusere sin liste. Lier har pr. i dag (mai 2018) til sammen 23 fastleger fordelt på syv legekontor. Alle er selvstendig næringsdrivende med hjemmelsavtale. Det betyr at de i tillegg til å være leger, er bedriftseiere og arbeidsgivere. Våre fastleger har høy 9",2,1,"levealder, befolkningen",3,pdf,https://www.lier.kommune.no/globalassets/07.-helse-omsorg-og-velferd/planer/temaplan-helse-omsorgs-og-velferd-2018-2026.pdf
3312,Lier,3312_lier_temaplan_helse_omsorg_velferd_2018-2026,helse_omsorg,Temaplan helse omsorg og velferd 2018-2026,13,"Status boligmasse senior: Behovet for økt antall boliger med heldøgnsomsorg vil i tråd med «Leve hele livet» (Meld.St. 15) i all hovedsak ønskes løst ved utbygging av omsorgsboliger og senior + konsept. En lav grunnbemanning vil tilby trygghet. Individuelt omsorgsbehov vil løses med ambulerende tjenester, tilrettelagt ut fra den enkelte tjenestemottakers endrede behov. Når Fosshagen trinn 2 er realisert, vil Liertun på Tranby være et av flere alternativer som vurderes for utvidelse av dagens omsorgsboligmasse sammen med videre utbygging på Fosshagen, der i form av trinn 3. Regjeringens målsetning om et aldersvennlig Norge stiller krav til kommunene, men det stilles også krav til den eldre del av befolkningen. Det legges opp til at de eldre selv skal bidra i sitt lokalmiljø. For å realisere dette er det viktig at vi som kommune etablerer arenaer som gir mulighet til fellesskap i hverdagen og selvstendig bosituasjon hele livet. Her kan samlokalisering av bo- og servicetilbud være en mulighet. Andre alternativ som seniorkollektiv kan vurderes. Kommunens seniorer er invitert via spørreundersøkelse til å bidra med sine synspunkter på dette.",0,4,"omsorgsbehov, eldre, befolkningen",4,pdf,https://www.lier.kommune.no/globalassets/07.-helse-omsorg-og-velferd/planer/temaplan-helse-omsorgs-og-velferd-2018-2026.pdf
3312,Lier,3312_lier_temaplan_helse_omsorg_velferd_2018-2026,helse_omsorg,Temaplan helse omsorg og velferd 2018-2026,13,"Voksne med funksjonsnedsettelser Det er behov for å planlegge for et stadig økende antall voksne brukere. Det påregnes et tilfang av brukere i de yngre årsklasser, mens tjenesten fortsatt må ivareta de som er der i dag. Kun 8 % av brukerne er pr. februar 2018 over 70 år. Mesteparten av brukerne vil m.a.o. ha behov for tjenester i mange år fremover. 12",1,0,70 år,1,pdf,https://www.lier.kommune.no/globalassets/07.-helse-omsorg-og-velferd/planer/temaplan-helse-omsorgs-og-velferd-2018-2026.pdf
3312,Lier,3312_lier_temaplan_helse_omsorg_velferd_2018-2026,helse_omsorg,Temaplan helse omsorg og velferd 2018-2026,15,"Befolkningsprognosen over viser en forventet økning av enkelte brukergrupper i kommunen. Den første er fordelt på rus, psykisk helse og rus/psykiatri. Den andre viser fordeling av lidelsenes alvorlighetsgrad (forløp 1, 2 og 3). Grafen viser blant annet en forventet økning av psykiske lidelser og brukere med forløp 2 og 3 (= middels og alvorlige lidelser). Behovet for plasser med heldøgns omsorg Hvis vi tar utgangspunkt i de 179 boliger/institusjonsplasser som vi hadde i 20147 og antar at det utgjør et rimelig nivå i forhold til innbyggertall, vil en framskrivning gi følgende behov justert for befolkningsvekst:",4,2,"befolkningsprognosen, innbyggertall, framskrivning, befolkningsvekst",6,pdf,https://www.lier.kommune.no/globalassets/07.-helse-omsorg-og-velferd/planer/temaplan-helse-omsorgs-og-velferd-2018-2026.pdf
3312,Lier,3312_lier_temaplan_helse_omsorg_velferd_2018-2026,helse_omsorg,Temaplan helse omsorg og velferd 2018-2026,15,boliger periode akkumulert Andel plasser/ boliger 80+,1,0,80+,1,pdf,https://www.lier.kommune.no/globalassets/07.-helse-omsorg-og-velferd/planer/temaplan-helse-omsorgs-og-velferd-2018-2026.pdf
3312,Lier,3312_lier_temaplan_helse_omsorg_velferd_2018-2026,helse_omsorg,Temaplan helse omsorg og velferd 2018-2026,15,"Tilsvarende vil en framskrivning av nivået for hjemmetjenesten, vurdert i tjenesteanalysen 2016, gi en noe lavere vekst enn boliger/plasser, men likevel en relativt høy behovsvekst:",1,0,framskrivning,1,pdf,https://www.lier.kommune.no/globalassets/07.-helse-omsorg-og-velferd/planer/temaplan-helse-omsorgs-og-velferd-2018-2026.pdf
